ngo_name,coverage_level,coverage_area,category,capacity_score
Relief Nepal Kanchanpur #1,district,Kanchanpur,Emergency Food Distribution,81.59
Relief Nepal Kanchanpur #1,district,Kanchanpur,Emergency Health Response,66.12
Relief Nepal Kanchanpur #1,district,Kanchanpur,Emergency Logistics & Transportation,62.19
Relief Nepal Kanchanpur #1,district,Kanchanpur,Emergency Shelter & Housing,84.72
Relief Nepal Kanchanpur #1,district,Kanchanpur,Immediate Cash Assistance,56.94
Relief Nepal Kanchanpur #1,district,Kanchanpur,Psychosocial First Aid,63.84
Relief Nepal Kanchanpur #1,district,Kanchanpur,"Search, Rescue & Evacuation",53.24
Relief Nepal Kanchanpur #1,district,Kanchanpur,Water & Sanitation Recovery,82.24
Relief Nepal Kanchanpur #2,district,Kanchanpur,Agricultural Recovery,55.85
Relief Nepal Kanchanpur #2,district,Kanchanpur,Critical Infrastructure Restoration,65.95
Relief Nepal Kanchanpur #2,district,Kanchanpur,Emergency Communications,56.99
Relief Nepal Kanchanpur #2,district,Kanchanpur,Emergency Food Distribution,84.48
Relief Nepal Kanchanpur #2,district,Kanchanpur,Emergency Health Response,74.25
Relief Nepal Kanchanpur #2,district,Kanchanpur,Emergency Logistics & Transportation,86.91
Relief Nepal Kanchanpur #2,district,Kanchanpur,Emergency Shelter & Housing,82.9
Relief Nepal Kanchanpur #2,district,Kanchanpur,Immediate Cash Assistance,80.59
Relief Nepal Kanchanpur #2,district,Kanchanpur,Psychosocial First Aid,70.09
Relief Nepal Kanchanpur #2,district,Kanchanpur,"Search, Rescue & Evacuation",69.48
Relief Nepal Kanchanpur #2,district,Kanchanpur,Water & Sanitation Recovery,55.3
Relief Nepal Kapilvastu #1,district,Kapilvastu,Agricultural Recovery,53.24
Relief Nepal Kapilvastu #1,district,Kapilvastu,Critical Infrastructure Restoration,69.84
Relief Nepal Kapilvastu #1,district,Kapilvastu,Emergency Communications,60.39
Relief Nepal Kapilvastu #1,district,Kapilvastu,Emergency Food Distribution,76.2
Relief Nepal Kapilvastu #1,district,Kapilvastu,Emergency Health Response,66.34
Relief Nepal Kapilvastu #1,district,Kapilvastu,Emergency Logistics & Transportation,72.03
Relief Nepal Kapilvastu #1,district,Kapilvastu,Emergency Shelter & Housing,84.49
Relief Nepal Kapilvastu #1,district,Kapilvastu,Immediate Cash Assistance,64.91
Relief Nepal Kapilvastu #1,district,Kapilvastu,Psychosocial First Aid,78.94
Relief Nepal Kapilvastu #1,district,Kapilvastu,"Search, Rescue & Evacuation",53.48
Relief Nepal Kapilvastu #1,district,Kapilvastu,Water & Sanitation Recovery,82.38
Relief Nepal Kapilvastu #2,district,Kapilvastu,Agricultural Recovery,72.63
Relief Nepal Kapilvastu #2,district,Kapilvastu,Critical Infrastructure Restoration,77.12
Relief Nepal Kapilvastu #2,district,Kapilvastu,Emergency Communications,82.99
Relief Nepal Kapilvastu #2,district,Kapilvastu,Emergency Food Distribution,53.05
Relief Nepal Kapilvastu #2,district,Kapilvastu,Emergency Health Response,69.22
Relief Nepal Kapilvastu #2,district,Kapilvastu,Emergency Logistics & Transportation,84.05
Relief Nepal Kapilvastu #2,district,Kapilvastu,Emergency Shelter & Housing,58.81
Relief Nepal Kapilvastu #2,district,Kapilvastu,Immediate Cash Assistance,73.7
Relief Nepal Kapilvastu #2,district,Kapilvastu,Psychosocial First Aid,63.91
Relief Nepal Kapilvastu #2,district,Kapilvastu,"Search, Rescue & Evacuation",69.81
Relief Nepal Kapilvastu #2,district,Kapilvastu,Water & Sanitation Recovery,77.33
Relief Nepal Kaski #1,district,Kaski,Agricultural Recovery,71.5
Relief Nepal Kaski #1,district,Kaski,Critical Infrastructure Restoration,65.93
Relief Nepal Kaski #1,district,Kaski,Emergency Communications,50.19
Relief Nepal Kaski #1,district,Kaski,Emergency Food Distribution,73.65
Relief Nepal Kaski #1,district,Kaski,Emergency Health Response,63.41
Relief Nepal Kaski #1,district,Kaski,Emergency Logistics & Transportation,65.95
Relief Nepal Kaski #1,district,Kaski,Emergency Shelter & Housing,84.8
Relief Nepal Kaski #1,district,Kaski,Immediate Cash Assistance,82.11
Relief Nepal Kaski #1,district,Kaski,Psychosocial First Aid,63.34
Relief Nepal Kaski #1,district,Kaski,"Search, Rescue & Evacuation",52.19
Relief Nepal Kaski #1,district,Kaski,Water & Sanitation Recovery,70.75
Relief Nepal Kaski #2,district,Kaski,Agricultural Recovery,66.76
Relief Nepal Kaski #2,district,Kaski,Critical Infrastructure Restoration,69.93
Relief Nepal Kaski #2,district,Kaski,Emergency Communications,55.63
Relief Nepal Kaski #2,district,Kaski,Emergency Food Distribution,63.88
Relief Nepal Kaski #2,district,Kaski,Emergency Health Response,58.98
Relief Nepal Kaski #2,district,Kaski,Emergency Logistics & Transportation,79.5
Relief Nepal Kaski #2,district,Kaski,Emergency Shelter & Housing,86.79
Relief Nepal Kaski #2,district,Kaski,Immediate Cash Assistance,68.09
Relief Nepal Kaski #2,district,Kaski,Psychosocial First Aid,57.06
Relief Nepal Kaski #2,district,Kaski,"Search, Rescue & Evacuation",68.09
Relief Nepal Kaski #2,district,Kaski,Water & Sanitation Recovery,63.85
Relief Nepal Kathmandu #1,district,Kathmandu,Agricultural Recovery,69.7
Relief Nepal Kathmandu #1,district,Kathmandu,Critical Infrastructure Restoration,89.2
Relief Nepal Kathmandu #1,district,Kathmandu,Emergency Communications,60.33
Relief Nepal Kathmandu #1,district,Kathmandu,Emergency Food Distribution,84.49
Relief Nepal Kathmandu #1,district,Kathmandu,Emergency Health Response,87.06
Relief Nepal Kathmandu #1,district,Kathmandu,Emergency Logistics & Transportation,87.98
Relief Nepal Kathmandu #1,district,Kathmandu,Emergency Shelter & Housing,65.86
Relief Nepal Kathmandu #1,district,Kathmandu,Immediate Cash Assistance,69.68
Relief Nepal Kathmandu #1,district,Kathmandu,Psychosocial First Aid,68.37
Relief Nepal Kathmandu #1,district,Kathmandu,"Search, Rescue & Evacuation",55.88
Relief Nepal Kathmandu #1,district,Kathmandu,Water & Sanitation Recovery,74.88
Relief Nepal Kathmandu #2,district,Kathmandu,Agricultural Recovery,63.83
Relief Nepal Kathmandu #2,district,Kathmandu,Critical Infrastructure Restoration,57.28
Relief Nepal Kathmandu #2,district,Kathmandu,Emergency Communications,55.55
Relief Nepal Kathmandu #2,district,Kathmandu,Emergency Food Distribution,59.61
Relief Nepal Kathmandu #2,district,Kathmandu,Emergency Health Response,55.12
Relief Nepal Kathmandu #2,district,Kathmandu,Emergency Logistics & Transportation,53.03
Relief Nepal Kathmandu #2,district,Kathmandu,Emergency Shelter & Housing,63.15
Relief Nepal Kathmandu #2,district,Kathmandu,Immediate Cash Assistance,56.08
Relief Nepal Kathmandu #2,district,Kathmandu,Psychosocial First Aid,75.63
Relief Nepal Kathmandu #2,district,Kathmandu,"Search, Rescue & Evacuation",55.16
Relief Nepal Kathmandu #2,district,Kathmandu,Water & Sanitation Recovery,75.34
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Agricultural Recovery,54.83
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Critical Infrastructure Restoration,53.55
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Emergency Communications,61.14
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Emergency Food Distribution,76.7
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Emergency Health Response,51.63
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Emergency Logistics & Transportation,56.89
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Emergency Shelter & Housing,85.87
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Immediate Cash Assistance,56.76
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Psychosocial First Aid,57.08
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,"Search, Rescue & Evacuation",57.69
Relief Nepal Kavrepalanchok #1,district,Kavrepalanchok,Water & Sanitation Recovery,68.95
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Agricultural Recovery,86.83
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Critical Infrastructure Restoration,84.94
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Emergency Communications,75.12
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Emergency Food Distribution,64.56
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Emergency Health Response,51.57
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Emergency Logistics & Transportation,70.14
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Emergency Shelter & Housing,68.43
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Immediate Cash Assistance,81.98
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Psychosocial First Aid,53.27
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,"Search, Rescue & Evacuation",77.62
Relief Nepal Kavrepalanchok #2,district,Kavrepalanchok,Water & Sanitation Recovery,58.25
Relief Nepal Khotang #1,district,Khotang,Agricultural Recovery,51.02
Relief Nepal Khotang #1,district,Khotang,Critical Infrastructure Restoration,67.09
Relief Nepal Khotang #1,district,Khotang,Emergency Communications,69.75
Relief Nepal Khotang #1,district,Khotang,Emergency Food Distribution,54.78
Relief Nepal Khotang #1,district,Khotang,Emergency Health Response,72.45
Relief Nepal Khotang #1,district,Khotang,Emergency Logistics & Transportation,78.53
Relief Nepal Khotang #1,district,Khotang,Emergency Shelter & Housing,85.49
Relief Nepal Khotang #1,district,Khotang,Immediate Cash Assistance,80.84
Relief Nepal Khotang #1,district,Khotang,Psychosocial First Aid,70.91
Relief Nepal Khotang #1,district,Khotang,"Search, Rescue & Evacuation",80.43
Relief Nepal Khotang #1,district,Khotang,Water & Sanitation Recovery,68.89
Relief Nepal Khotang #2,district,Khotang,Agricultural Recovery,53.08
Relief Nepal Khotang #2,district,Khotang,Critical Infrastructure Restoration,59.15
Relief Nepal Khotang #2,district,Khotang,Emergency Communications,66.42
Relief Nepal Khotang #2,district,Khotang,Emergency Food Distribution,75.45
Relief Nepal Khotang #2,district,Khotang,Emergency Health Response,86.3
Relief Nepal Khotang #2,district,Khotang,Emergency Logistics & Transportation,62.57
Relief Nepal Khotang #2,district,Khotang,Emergency Shelter & Housing,54.32
Relief Nepal Khotang #2,district,Khotang,Immediate Cash Assistance,59.97
Relief Nepal Khotang #2,district,Khotang,Psychosocial First Aid,80.22
Relief Nepal Khotang #2,district,Khotang,"Search, Rescue & Evacuation",70.34
Relief Nepal Khotang #2,district,Khotang,Water & Sanitation Recovery,51.26
Relief Nepal Lalitpur #1,district,Lalitpur,Agricultural Recovery,68.5
Relief Nepal Lalitpur #1,district,Lalitpur,Critical Infrastructure Restoration,64.76
Relief Nepal Lalitpur #1,district,Lalitpur,Emergency Communications,69.38
Relief Nepal Lalitpur #1,district,Lalitpur,Emergency Food Distribution,82.25
Relief Nepal Lalitpur #1,district,Lalitpur,Emergency Health Response,58.37
Relief Nepal Lalitpur #1,district,Lalitpur,Emergency Logistics & Transportation,79.93
Relief Nepal Lalitpur #1,district,Lalitpur,Emergency Shelter & Housing,52.44
Relief Nepal Lalitpur #1,district,Lalitpur,Immediate Cash Assistance,64.81
Relief Nepal Lalitpur #1,district,Lalitpur,Psychosocial First Aid,74.73
Relief Nepal Lalitpur #1,district,Lalitpur,"Search, Rescue & Evacuation",57.38
Relief Nepal Lalitpur #1,district,Lalitpur,Water & Sanitation Recovery,61.08
Relief Nepal Lalitpur #2,district,Lalitpur,Agricultural Recovery,59.7
Relief Nepal Lalitpur #2,district,Lalitpur,Critical Infrastructure Restoration,71.3
Relief Nepal Lalitpur #2,district,Lalitpur,Emergency Communications,54.29
Relief Nepal Lalitpur #2,district,Lalitpur,Emergency Food Distribution,60.1
Relief Nepal Lalitpur #2,district,Lalitpur,Emergency Health Response,70.47
Relief Nepal Lalitpur #2,district,Lalitpur,Emergency Logistics & Transportation,78.53
Relief Nepal Lalitpur #2,district,Lalitpur,Emergency Shelter & Housing,79.9
Relief Nepal Lalitpur #2,district,Lalitpur,Immediate Cash Assistance,71.28
Relief Nepal Lalitpur #2,district,Lalitpur,Psychosocial First Aid,67.9
Relief Nepal Lalitpur #2,district,Lalitpur,"Search, Rescue & Evacuation",85.81
Relief Nepal Lalitpur #2,district,Lalitpur,Water & Sanitation Recovery,51.47
Relief Nepal Lamjung #1,district,Lamjung,Agricultural Recovery,53.41
Relief Nepal Lamjung #1,district,Lamjung,Critical Infrastructure Restoration,66.58
Relief Nepal Lamjung #1,district,Lamjung,Emergency Communications,88.44
Relief Nepal Lamjung #1,district,Lamjung,Emergency Food Distribution,73.22
Relief Nepal Lamjung #1,district,Lamjung,Emergency Health Response,76.54
Relief Nepal Lamjung #1,district,Lamjung,Emergency Logistics & Transportation,75.29
Relief Nepal Lamjung #1,district,Lamjung,Emergency Shelter & Housing,86.59
Relief Nepal Lamjung #1,district,Lamjung,Immediate Cash Assistance,57.12
Relief Nepal Lamjung #1,district,Lamjung,Psychosocial First Aid,55.95
Relief Nepal Lamjung #1,district,Lamjung,"Search, Rescue & Evacuation",50.52
Relief Nepal Lamjung #1,district,Lamjung,Water & Sanitation Recovery,64.5
Relief Nepal Lamjung #2,district,Lamjung,Agricultural Recovery,68.88
Relief Nepal Lamjung #2,district,Lamjung,Critical Infrastructure Restoration,51.46
Relief Nepal Lamjung #2,district,Lamjung,Emergency Communications,58.21
Relief Nepal Lamjung #2,district,Lamjung,Emergency Food Distribution,73.81
Relief Nepal Lamjung #2,district,Lamjung,Emergency Health Response,58.4
Relief Nepal Lamjung #2,district,Lamjung,Emergency Logistics & Transportation,52.68
Relief Nepal Lamjung #2,district,Lamjung,Emergency Shelter & Housing,89.87
Relief Nepal Lamjung #2,district,Lamjung,Immediate Cash Assistance,85.92
Relief Nepal Lamjung #2,district,Lamjung,Psychosocial First Aid,57.63
Relief Nepal Lamjung #2,district,Lamjung,"Search, Rescue & Evacuation",80.0
Relief Nepal Lamjung #2,district,Lamjung,Water & Sanitation Recovery,70.09
Relief Nepal Mahottari #1,district,Mahottari,Agricultural Recovery,68.33
Relief Nepal Mahottari #1,district,Mahottari,Critical Infrastructure Restoration,75.73
Relief Nepal Mahottari #1,district,Mahottari,Emergency Communications,73.02
Relief Nepal Mahottari #1,district,Mahottari,Emergency Food Distribution,52.82
Relief Nepal Mahottari #1,district,Mahottari,Emergency Health Response,73.43
Relief Nepal Mahottari #1,district,Mahottari,Emergency Logistics & Transportation,75.7
Relief Nepal Mahottari #1,district,Mahottari,Emergency Shelter & Housing,76.34
Relief Nepal Mahottari #1,district,Mahottari,Immediate Cash Assistance,87.61
Relief Nepal Mahottari #1,district,Mahottari,Psychosocial First Aid,65.53
Relief Nepal Mahottari #1,district,Mahottari,"Search, Rescue & Evacuation",51.06
Relief Nepal Mahottari #1,district,Mahottari,Water & Sanitation Recovery,56.52
Relief Nepal Mahottari #2,district,Mahottari,Agricultural Recovery,77.31
Relief Nepal Mahottari #2,district,Mahottari,Critical Infrastructure Restoration,53.78
Relief Nepal Mahottari #2,district,Mahottari,Emergency Communications,54.03
Relief Nepal Mahottari #2,district,Mahottari,Emergency Food Distribution,65.44
Relief Nepal Mahottari #2,district,Mahottari,Emergency Health Response,57.83
Relief Nepal Mahottari #2,district,Mahottari,Emergency Logistics & Transportation,88.45
Relief Nepal Mahottari #2,district,Mahottari,Emergency Shelter & Housing,71.81
Relief Nepal Mahottari #2,district,Mahottari,Immediate Cash Assistance,52.77
Relief Nepal Mahottari #2,district,Mahottari,Psychosocial First Aid,50.73
Relief Nepal Mahottari #2,district,Mahottari,"Search, Rescue & Evacuation",86.21
Relief Nepal Mahottari #2,district,Mahottari,Water & Sanitation Recovery,87.66
Relief Nepal Makwanpur #1,district,Makwanpur,Agricultural Recovery,81.56
Relief Nepal Makwanpur #1,district,Makwanpur,Critical Infrastructure Restoration,77.16
Relief Nepal Makwanpur #1,district,Makwanpur,Emergency Communications,85.62
Relief Nepal Makwanpur #1,district,Makwanpur,Emergency Food Distribution,50.8
Relief Nepal Makwanpur #1,district,Makwanpur,Emergency Health Response,63.1
Relief Nepal Makwanpur #1,district,Makwanpur,Emergency Logistics & Transportation,62.88
Relief Nepal Makwanpur #1,district,Makwanpur,Emergency Shelter & Housing,60.77
Relief Nepal Makwanpur #1,district,Makwanpur,Immediate Cash Assistance,54.79
Relief Nepal Makwanpur #1,district,Makwanpur,Psychosocial First Aid,73.73
Relief Nepal Makwanpur #1,district,Makwanpur,"Search, Rescue & Evacuation",58.46
Relief Nepal Makwanpur #1,district,Makwanpur,Water & Sanitation Recovery,65.09
Relief Nepal Makwanpur #2,district,Makwanpur,Agricultural Recovery,72.83
Relief Nepal Makwanpur #2,district,Makwanpur,Critical Infrastructure Restoration,75.84
Relief Nepal Makwanpur #2,district,Makwanpur,Emergency Communications,61.35
Relief Nepal Makwanpur #2,district,Makwanpur,Emergency Food Distribution,71.48
Relief Nepal Makwanpur #2,district,Makwanpur,Emergency Health Response,67.27
Relief Nepal Makwanpur #2,district,Makwanpur,Emergency Logistics & Transportation,73.47
Relief Nepal Makwanpur #2,district,Makwanpur,Emergency Shelter & Housing,69.94
Relief Nepal Makwanpur #2,district,Makwanpur,Immediate Cash Assistance,55.1
Relief Nepal Makwanpur #2,district,Makwanpur,Psychosocial First Aid,64.52
Relief Nepal Makwanpur #2,district,Makwanpur,"Search, Rescue & Evacuation",79.81
Relief Nepal Makwanpur #2,district,Makwanpur,Water & Sanitation Recovery,53.48
Relief Nepal Manang #1,district,Manang,Agricultural Recovery,84.47
Relief Nepal Manang #1,district,Manang,Critical Infrastructure Restoration,57.28
Relief Nepal Manang #1,district,Manang,Emergency Communications,72.39
Relief Nepal Manang #1,district,Manang,Emergency Food Distribution,81.02
Relief Nepal Manang #1,district,Manang,Emergency Health Response,67.63
Relief Nepal Manang #1,district,Manang,Emergency Logistics & Transportation,68.13
Relief Nepal Manang #1,district,Manang,Emergency Shelter & Housing,72.59
Relief Nepal Manang #1,district,Manang,Immediate Cash Assistance,66.03
Relief Nepal Manang #1,district,Manang,Psychosocial First Aid,56.21
Relief Nepal Manang #1,district,Manang,"Search, Rescue & Evacuation",70.98
Relief Nepal Manang #1,district,Manang,Water & Sanitation Recovery,52.63
Relief Nepal Manang #2,district,Manang,Agricultural Recovery,58.88
Relief Nepal Manang #2,district,Manang,Critical Infrastructure Restoration,51.08
Relief Nepal Manang #2,district,Manang,Emergency Communications,78.64
Relief Nepal Manang #2,district,Manang,Emergency Food Distribution,60.83
Relief Nepal Manang #2,district,Manang,Emergency Health Response,51.02
Relief Nepal Manang #2,district,Manang,Emergency Logistics & Transportation,75.76
Relief Nepal Manang #2,district,Manang,Emergency Shelter & Housing,87.84
Relief Nepal Manang #2,district,Manang,Immediate Cash Assistance,56.25
Relief Nepal Manang #2,district,Manang,Psychosocial First Aid,76.36
Relief Nepal Manang #2,district,Manang,"Search, Rescue & Evacuation",66.34
Relief Nepal Manang #2,district,Manang,Water & Sanitation Recovery,64.93
Relief Nepal Morang #1,district,Morang,Agricultural Recovery,82.3
Relief Nepal Morang #1,district,Morang,Critical Infrastructure Restoration,71.56
Relief Nepal Morang #1,district,Morang,Emergency Communications,57.46
Relief Nepal Morang #1,district,Morang,Emergency Food Distribution,87.19
Relief Nepal Morang #1,district,Morang,Emergency Health Response,84.86
Relief Nepal Morang #1,district,Morang,Emergency Logistics & Transportation,82.32
Relief Nepal Morang #1,district,Morang,Emergency Shelter & Housing,61.59
Relief Nepal Morang #1,district,Morang,Immediate Cash Assistance,82.15
Relief Nepal Morang #1,district,Morang,Psychosocial First Aid,85.7
Relief Nepal Morang #1,district,Morang,"Search, Rescue & Evacuation",75.34
Relief Nepal Morang #1,district,Morang,Water & Sanitation Recovery,56.45
Relief Nepal Morang #2,district,Morang,Agricultural Recovery,58.88
Relief Nepal Morang #2,district,Morang,Critical Infrastructure Restoration,66.7
Relief Nepal Morang #2,district,Morang,Emergency Communications,50.28
Relief Nepal Morang #2,district,Morang,Emergency Food Distribution,54.4
Relief Nepal Morang #2,district,Morang,Emergency Health Response,82.72
Relief Nepal Morang #2,district,Morang,Emergency Logistics & Transportation,59.12
Relief Nepal Morang #2,district,Morang,Emergency Shelter & Housing,85.84
Relief Nepal Morang #2,district,Morang,Immediate Cash Assistance,84.43
Relief Nepal Morang #2,district,Morang,Psychosocial First Aid,70.43
Relief Nepal Morang #2,district,Morang,"Search, Rescue & Evacuation",67.08
Relief Nepal Morang #2,district,Morang,Water & Sanitation Recovery,62.72
Relief Nepal Mugu #1,district,Mugu,Agricultural Recovery,68.09
Relief Nepal Mugu #1,district,Mugu,Critical Infrastructure Restoration,54.88
Relief Nepal Mugu #1,district,Mugu,Emergency Communications,87.46
Relief Nepal Mugu #1,district,Mugu,Emergency Food Distribution,58.23
Relief Nepal Mugu #1,district,Mugu,Emergency Health Response,52.28
Relief Nepal Mugu #1,district,Mugu,Emergency Logistics & Transportation,54.48
Relief Nepal Mugu #1,district,Mugu,Emergency Shelter & Housing,73.41
Relief Nepal Mugu #1,district,Mugu,Immediate Cash Assistance,71.25
Relief Nepal Mugu #1,district,Mugu,Psychosocial First Aid,51.57
Relief Nepal Mugu #1,district,Mugu,"Search, Rescue & Evacuation",60.79
Relief Nepal Mugu #1,district,Mugu,Water & Sanitation Recovery,84.73
Relief Nepal Mugu #2,district,Mugu,Agricultural Recovery,84.72
Relief Nepal Mugu #2,district,Mugu,Critical Infrastructure Restoration,75.56
Relief Nepal Mugu #2,district,Mugu,Emergency Communications,50.2
Relief Nepal Mugu #2,district,Mugu,Emergency Food Distribution,70.29
Relief Nepal Mugu #2,district,Mugu,Emergency Health Response,89.47
Relief Nepal Mugu #2,district,Mugu,Emergency Logistics & Transportation,51.66
Relief Nepal Mugu #2,district,Mugu,Emergency Shelter & Housing,87.36
Relief Nepal Mugu #2,district,Mugu,Immediate Cash Assistance,88.6
Relief Nepal Mugu #2,district,Mugu,Psychosocial First Aid,88.07
Relief Nepal Mugu #2,district,Mugu,"Search, Rescue & Evacuation",55.93
Relief Nepal Mugu #2,district,Mugu,Water & Sanitation Recovery,62.65
Relief Nepal Mustang #1,district,Mustang,Agricultural Recovery,78.89
Relief Nepal Mustang #1,district,Mustang,Critical Infrastructure Restoration,59.73
Relief Nepal Mustang #1,district,Mustang,Emergency Communications,59.53
Relief Nepal Mustang #1,district,Mustang,Emergency Food Distribution,50.79
Relief Nepal Mustang #1,district,Mustang,Emergency Health Response,57.14
Relief Nepal Mustang #1,district,Mustang,Emergency Logistics & Transportation,54.16
Relief Nepal Mustang #1,district,Mustang,Emergency Shelter & Housing,59.24
Relief Nepal Mustang #1,district,Mustang,Immediate Cash Assistance,76.11
Relief Nepal Mustang #1,district,Mustang,Psychosocial First Aid,53.98
Relief Nepal Mustang #1,district,Mustang,"Search, Rescue & Evacuation",82.0
Relief Nepal Mustang #1,district,Mustang,Water & Sanitation Recovery,76.88
Relief Nepal Mustang #2,district,Mustang,Agricultural Recovery,51.06
Relief Nepal Mustang #2,district,Mustang,Critical Infrastructure Restoration,58.32
Relief Nepal Mustang #2,district,Mustang,Emergency Communications,50.52
Relief Nepal Mustang #2,district,Mustang,Emergency Food Distribution,65.89
Relief Nepal Mustang #2,district,Mustang,Emergency Health Response,61.73
Relief Nepal Mustang #2,district,Mustang,Emergency Logistics & Transportation,76.72
Relief Nepal Mustang #2,district,Mustang,Emergency Shelter & Housing,84.23
Relief Nepal Mustang #2,district,Mustang,Immediate Cash Assistance,85.85
Relief Nepal Mustang #2,district,Mustang,Psychosocial First Aid,53.42
Relief Nepal Mustang #2,district,Mustang,"Search, Rescue & Evacuation",58.2
Relief Nepal Mustang #2,district,Mustang,Water & Sanitation Recovery,83.21
Relief Nepal Myagdi #1,district,Myagdi,Agricultural Recovery,74.97
Relief Nepal Myagdi #1,district,Myagdi,Critical Infrastructure Restoration,60.72
Relief Nepal Myagdi #1,district,Myagdi,Emergency Communications,65.19
Relief Nepal Myagdi #1,district,Myagdi,Emergency Food Distribution,66.86
Relief Nepal Myagdi #1,district,Myagdi,Emergency Health Response,63.67
Relief Nepal Myagdi #1,district,Myagdi,Emergency Logistics & Transportation,85.71
Relief Nepal Myagdi #1,district,Myagdi,Emergency Shelter & Housing,57.26
Relief Nepal Myagdi #1,district,Myagdi,Immediate Cash Assistance,60.38
Relief Nepal Myagdi #1,district,Myagdi,Psychosocial First Aid,73.61
Relief Nepal Myagdi #1,district,Myagdi,"Search, Rescue & Evacuation",82.7
Relief Nepal Myagdi #1,district,Myagdi,Water & Sanitation Recovery,73.31
Relief Nepal Myagdi #2,district,Myagdi,Agricultural Recovery,81.99
Relief Nepal Myagdi #2,district,Myagdi,Critical Infrastructure Restoration,85.78
Relief Nepal Myagdi #2,district,Myagdi,Emergency Communications,84.74
Relief Nepal Myagdi #2,district,Myagdi,Emergency Food Distribution,67.45
Relief Nepal Myagdi #2,district,Myagdi,Emergency Health Response,80.54
Relief Nepal Myagdi #2,district,Myagdi,Emergency Logistics & Transportation,61.78
Relief Nepal Myagdi #2,district,Myagdi,Emergency Shelter & Housing,66.38
Relief Nepal Myagdi #2,district,Myagdi,Immediate Cash Assistance,55.6
Relief Nepal Myagdi #2,district,Myagdi,Psychosocial First Aid,69.5
Relief Nepal Myagdi #2,district,Myagdi,"Search, Rescue & Evacuation",87.94
Relief Nepal Myagdi #2,district,Myagdi,Water & Sanitation Recovery,72.08
Relief Nepal Nawalpur #1,district,Nawalpur,Agricultural Recovery,56.87
Relief Nepal Nawalpur #1,district,Nawalpur,Critical Infrastructure Restoration,71.03
Relief Nepal Nawalpur #1,district,Nawalpur,Emergency Communications,83.4
Relief Nepal Nawalpur #1,district,Nawalpur,Emergency Food Distribution,60.75
Relief Nepal Nawalpur #1,district,Nawalpur,Emergency Health Response,60.32
Relief Nepal Nawalpur #1,district,Nawalpur,Emergency Logistics & Transportation,71.67
Relief Nepal Nawalpur #1,district,Nawalpur,Emergency Shelter & Housing,67.01
Relief Nepal Nawalpur #1,district,Nawalpur,Immediate Cash Assistance,55.57
Relief Nepal Nawalpur #1,district,Nawalpur,Psychosocial First Aid,89.38
Relief Nepal Nawalpur #1,district,Nawalpur,"Search, Rescue & Evacuation",75.34
Relief Nepal Nawalpur #1,district,Nawalpur,Water & Sanitation Recovery,50.9
Relief Nepal Nawalpur #2,district,Nawalpur,Agricultural Recovery,50.44
Relief Nepal Nawalpur #2,district,Nawalpur,Critical Infrastructure Restoration,58.26
Relief Nepal Nawalpur #2,district,Nawalpur,Emergency Communications,76.06
Relief Nepal Nawalpur #2,district,Nawalpur,Emergency Food Distribution,86.57
Relief Nepal Nawalpur #2,district,Nawalpur,Emergency Health Response,60.96
Relief Nepal Nawalpur #2,district,Nawalpur,Emergency Logistics & Transportation,54.71
Relief Nepal Nawalpur #2,district,Nawalpur,Emergency Shelter & Housing,60.89
Relief Nepal Nawalpur #2,district,Nawalpur,Immediate Cash Assistance,72.17
Relief Nepal Nawalpur #2,district,Nawalpur,Psychosocial First Aid,83.19
Relief Nepal Nawalpur #2,district,Nawalpur,"Search, Rescue & Evacuation",73.06
Relief Nepal Nawalpur #2,district,Nawalpur,Water & Sanitation Recovery,50.74
Relief Nepal Nuwakot #1,district,Nuwakot,Agricultural Recovery,56.93
Relief Nepal Nuwakot #1,district,Nuwakot,Critical Infrastructure Restoration,61.4
Relief Nepal Nuwakot #1,district,Nuwakot,Emergency Communications,56.43
Relief Nepal Nuwakot #1,district,Nuwakot,Emergency Food Distribution,74.23
Relief Nepal Nuwakot #1,district,Nuwakot,Emergency Health Response,56.11
Relief Nepal Nuwakot #1,district,Nuwakot,Emergency Logistics & Transportation,59.49
